position,title,query,snippet_highlighted_words,rich_snippet_list,snippet,link
87,Women's Work Clothing | Nordstrom,Women's clothes set,"[""women's"", 'clothing']",[],"Free shipping and returns on women's work and business casual clothing at Nordstrom.com. Find business suits, blazers, dresses, and more.",https://www.nordstrom.com/browse/women/occasion/work/clothing
88,Women's Designer Clothing - Michael Kors,Women's clothes set,"['clothes', 'women', ""women's clothing"", 'outfit']",[],Shop fashionable designer clothes for women from Michael Kors. Explore our women's clothing to find that perfect outfit for your next night on the town.,https://www.michaelkors.com/women/clothing/_/N-28ef
89,Womens Matching Sets - ASHORE SHOP,Women's clothes set,"['sets', 'sets', 'sets', 'sets', 'women', 'outfits sets', 'women']",[],Buy womens matching sets comfortable sweater sets 2pc active sets dresses sets classi women casual outfits sets womens matching out fits best selling women ...,https://outlet.ashoreshop.com/collections/sets
90,Gift Sets | Women's Lingerie Online - Ally Fashion,Women's clothes set,"['sets', 'sets', 'clothing']",[],"Make them feel special with Ally's range of gift sets! Shop gift sets like, beauty, skincare, homewares, clothing, accessories and so much more. Show more.",https://allyfashion.com/collections/gift-sets
91,Stitch Fix: Women's Clothes | Men's Clothes | Kid's Clothing ...,Women's clothes set,"['women', 'clothing', 'clothes']",[],"Stitch Fix is personal styling for men, women & kids that sends clothing to your door (with free shipping & returns). Get started & find clothes you'll ...",https://www.stitchfix.com/
92,new arrivals - KnowStyle,Women's clothes set,"['Dress', 'SET', 'SET']",[],Tropic Storm Bubble Maxi Dress ... Reaching New Heights Active Ribbed Cutout Top & Shorts SET ... Rebel Latex Fur Trim Jacket & Low Rise Skirt SET.,https://edgebyks.com/collections/all-new
93,Free People - Women's Boho Clothing & Bohemian Fashion,Women's clothes set,"['clothing', 'collection']",[],"Free People, a specialty lifestyle brand, is the destination for bohemian fashion & one-of-a-kind clothing, accessories, shoes & beauty. Shop our collection ...",https://www.freepeople.com/
94,Women's Outdoor Clothing by Patagonia,Women's clothes set,"[""women's"", 'clothing']",[],"Built to last. Explore women's outdoor clothing—jackets, pants, shirts and more—and gear at Patagonia.com. Free Shipping over $99. 1% for the Planet®.",https://www.patagonia.com/shop/womens
95,"Lilly Pulitzer: Women's Resort Wear, Dresses & Swimwear",Women's clothes set,"['collection', 'dress']",[],"Dive into our new, resort-ready collection for warm weather escapes. Shop New Arrivals · model posing by the pool wearing a denim jacket and printed dress ...",https://www.lillypulitzer.com/
96,LuLaRoe | Creating Freedom Through Fashion,Women's clothes set,"[""Women's Collection"", 'Clothing', 'Sets']",[],Shop Women's Collection. Clothing for Everybody and Every Body ... Collections. Holiday Dream. Be festive for the festivities in cozy PJ Sets and Leggings!,https://www.lularoe.com/
97,"Women's Clothing, Shoes & Accessories | Tommy Hilfiger USA",Women's clothes set,"[""Women's Apparel"", ""WOMEN'S CLOTHING"", 'Set']",[],"Shop Women's Apparel, Shoes & Accessories from Tommy Hilfiger. ... WOMEN'S CLOTHING AND ACCESSORIES. TOPS & BOTTOMS ... Curve T-Shirt and Pant Sleep Set.",https://usa.tommy.com/en/all-women-clothing-and-accessories
98,Shop Women's Two Piece Sets USA - SABO SKIRT,Women's clothes set,"['sets', 'sets', 'sets']",[],"Feel comfortable and look elegant in SABO's sets, unanimously known for skirt and top sets, including our wide range of top and pants & top and short sets.",https://us.saboskirt.com/collections/sets
1,Shop New Women's Clothing - New Arrivals - FOREVER 21,Women's clothes set,"['clothing', ""Women's"", 'Set']",[],Discover our new clothing added daily at FOREVER 21! Shop the latest products in ... Women's New Arrivals. Filter. SORT BY ... Rhinestone Snake Ring Set.,https://www.forever21.com/us/shop/catalog/category/f21/women-new-arrivals-clothing
2,"Women's Crochet Dresses, Shorts & Clothes | ASOS",Women's clothes set,['sets'],[],Find everything from crochet pants to cardigans and all the cute stuff in-between. There are even crochet lingerie sets from underwear experts Bluebella. Who ...,https://www.asos.com/us/women/crochet/cat/?cid=50528
3,Women's Festival Clothes | Festival Wear | PrettyLittleThing USA,Women's clothes set,"[""women's"", 'clothing']",[],Shop women's festival clothing online at PrettyLittleThing to find the best selection of festival wear essentials that will make you stand out.,https://www.prettylittlething.us/shop-by/festival-shop.html
4,Matching Sets | Women's Clothes | Dynamite CA,Women's clothes set,"['outfit', 'set']",[],Elevate your outfit with the perfect matching set. Whether you are looking for a matching skirt and blazer or a bustier top and faux leather pants.,https://www.dynamiteclothing.com/ca/d/clothing/matching-sets/
