position,title,query,snippet_highlighted_words,rich_snippet_list,snippet,link
55,"Men's T Shirts: Cotton, Jersey, Striped, Hooded",men's Shirts & T-Shirts,"[""Men's T Shirts""]",[],Shop a large selection of Men's T Shirts in all colors on Lacoste.com. Free shipping on orders over $75.,https://www.lacoste.com/us/lacoste/men/clothing/t-shirts/
56,Men's T-Shirts and Polos 2022 Collection | Sisley US,men's Shirts & T-Shirts,"[""men's shirts"", 't', 'shirts']",[],"Check out Sisley's catalogue and browse our men's shirts, polos and t--shirts collection. Available in a wide variety of fits and fabrics.",https://us.sisley.com/mens-t-shirts/
57,Men's T-Shirts & Polos,men's Shirts & T-Shirts,"[""men's t"", 'shirts']",[],Shop Ariat men's t-shirts and polos. Browse our collection. Get free shipping on every order.,https://www.ariat.com/mens-t-shirts-polos
58,"True Classic: Best High Quality, Soft, Slim Fitted T-Shirts for Men",men's Shirts & T-Shirts,"['tees', 'men', 'shirts']",[],"We produce butter soft, affordable, high quality fitted premium tees for men. Super versatile shirts that can be worn for any occasion including date nights ...",https://trueclassictees.com/
59,T-Shirts Made in USA - All American Clothing Co,men's Shirts & T-Shirts,[],"['All American Clothing Co. - 60/40 T-Shirt', 'Standard Colored Heavyweight 100% Cotton T-Shirt - Made in USA', 'Long Sleeve Heavyweight 100% Cotton T-Shirt - Made in USA', 'Premium Fine Jersey 100% Cotton T-Shirt', 'Long Sleeve Heavyweight 100% Cotton T-Shirt with Pocket - Made in USA', 'Crewneck Sweatshirt', 'All American Clothing Co. - 100% Cotton T-Shirt', 'Microtech Short Sleeve T-Shirt', 'Not Made in China - 100% Cotton Heavyweight T-Shirt', 'All American Clothing Co. - Pique Cotton Polo', 'Classic Long Sleeve Henley', 'All American Clothing Co. - Aqua Dry Polo Shirt']",None,https://www.allamericanclothing.com/collections/shirts
60,"Men's Designer T-Shirts | Printed, Plain, & Long Sleeve",men's Shirts & T-Shirts,"[""men's T"", 'shirts', 'tees', 'tees']",[],"Here you'll find printed, plain and striped men's T-shirts as well as graphic tees and logo tees in a variety of materials including classic cotton-jersey. SORT ...",https://www.paulsmith.com/us/mens/t-shirts
61,Men's T-Shirts,men's Shirts & T-Shirts,['T shirts'],[],"Our Longtail T shirts are extra long, and have you covered in more ways than one. Shop now.",https://www.duluthtrading.com/men/shirts/t-shirts/
62,Men's T-Shirts,men's Shirts & T-Shirts,"[""men's tees""]",[],"Shop Everlane now for our modern and stylish collection of men's tees . Short and long sleeve, crew neck and v-neck. Free U.S. shipping on first order.",https://www.everlane.com/collections/mens-tees
63,Men's T-Shirts for Sale,men's Shirts & T-Shirts,"['tees', 'clothing', 't', 'shirt']",[],Shapewear: These tees are designed to be worn underneath other clothing. They can make the body appear thinner and more fit. What kinds of t-shirt necklines are ...,https://www.ebay.com/b/Mens-T-Shirts/15687/bn_704987
64,Men's T-Shirts - Casual Shirts,men's Shirts & T-Shirts,"[""men's t"", 'shirts']",[],Up to 40% off select gear. Keep things casual in our men's t-shirts in a wide variety of styles and colors.,https://www.columbia.com/c/mens-t-shirts/
65,"Men's Tops | T Shirts, Hoodies + More",men's Shirts & T-Shirts,"[""men's tops"", 'tees', 'tees']",[],"Shop from Urban Outfitters' collection of men's tops, including graphic tees, hoodies, flannels, basic tees, button downs, and more. Sign up for UO Rewards ...",https://www.urbanoutfitters.com/mens-tops
66,Mens T-Shirts,men's Shirts & T-Shirts,"[""men's t"", 'shirts', 'clothing', 'men']",[],"Shop for UCCS men's t-shirts at the official UCCS Bookstore. Check out the rest of our huge selection, with clothing and accessories for men, women, kids, ...",https://www.uccsbookstore.com/apparel/men/mens-tshirts
67,Men's T-Shirts & Graphic Tees,men's Shirts & T-Shirts,"[""men's"", 'tees', ""men's"", 'tees']",[],Shop authentic The North Face men's long sleeve and short sleeve tees perfect for outdoor adventures year round. Discover men's graphic tees featuring the ...,https://www.thenorthface.com/en-us/mens/mens-tops/mens-t-shirts-c213137
68,Men's T-Shirts | KÜHL Clothing,men's Shirts & T-Shirts,"[""men's t"", 'shirts', 'T shirt']",[],"Shop the official KÜHL store for men's t-shirts, built for stylish comfort & durability. Check out the popular KÜHL Outsider™ T shirt!",https://www.kuhl.com/kuhl/mens/t-shirts/
69,The 5 Best Men's White T-Shirts of 2023,men's Shirts & T-Shirts,"['T', 'shirt']",[],Best everyday crew neck: J.Crew Broken-In Short-Sleeve White T-shirt.,https://www.nytimes.com/wirecutter/reviews/best-white-t-shirts-for-men/
70,Mens T Shirts And Tanks,men's Shirts & T-Shirts,"['T', 'Shirts', 'Clothing']",[],"Online shopping for T-Shirts & Tanks from a great selection at Clothing, Shoes & Jewelry Store.",https://www.amazon.com/b?ie=UTF8&node=15697821011
71,Men's T-Shirts,men's Shirts & T-Shirts,"[""Men's T"", 'Shirts', 'tee shirts']",[],"Shop Men's T-Shirts in long sleeve and short sleeve styles at Zumiez. Check out popular tee shirts from top brands like Thrasher, Vans, Cookies, Key Street, ...",https://www.zumiez.com/mens/t-shirts.html
72,Men's T-Shirts,men's Shirts & T-Shirts,"[""men's t"", 'shirts', 'clothing']",[],"Shop the best selection of men's t-shirts at Backcountry.com, where you'll find premium outdoor gear and clothing and experts to guide you through ...",https://www.backcountry.com/mens-t-shirts
73,Men's T Shirts + FREE SHIPPING | Clothing,men's Shirts & T-Shirts,"['T Shirts', 'Men']",[],"Free shipping BOTH ways on T Shirts, Men from our vast selection of styles. Fast delivery, and 24/7/365 real-person service with a smile.",https://www.zappos.com/men-t-shirts/CKvXARDL1wEY4tcBwAEC4gIEAQIDGA.zso
