position,title,query,snippet_highlighted_words,rich_snippet_list,snippet,link
46,Girls' Clothing from 2 to 9 Years Old | Mayoral ®,Girls clothing,"['Girls', 'Clothing']",[],"FREE SHIPPING from $150 and free returns BUY ONLINE Girls' Clothing from 2 to 9 years old: dresses, coats, sets, t-shirts, accessories and complements, ...",https://www.mayoral.com/en-us/unitedstates/girl-usu1
47,"Girls Clothes (7-16) | Outfits For Teens, Tweens & More",Girls clothing,"['girls', 'clothes']",[],"Check out Marshalls' selection of girls' (7-16) clothes! Shop outfits, dresses and more for your teen or tween and get more for less!",https://www.marshalls.com/us/store/shop/girls-7-16-clothes/_/N-378486618
48,Girls' Clothing | Backcountry.com,Girls clothing,"['girls', 'clothing']",[],Check out Backcountry.com for a great selection of girls' clothing. Our expert gearheads will help outfit your kids for any adventure.,https://www.backcountry.com/girls-clothing
49,"500+ results for ""Girls' Clothing"" - Sears",Girls clothing,['girls clothing'],[],"Dress your girl for special events with girls clothing from Sears. We have a wide collection of dresses, shirts and other loungewear of all sizes in ...",https://www.sears.com/clothing-girls-clothing/b-5000918
50,Girls' Clothing | REI Co-op,Girls clothing,"['Girls', 'Clothing']",[],Shop for Girls' Clothing at REI - FREE SHIPPING With $50 minimum purchase. Curbside Pickup Available NOW! 100% Satisfaction Guarantee.,https://www.rei.com/c/girls-clothing
51,Clothes for Girls (Sizes 4-14) | OshKosh | Free Shipping,Girls clothing,"['Girl Clothes', 'girls apparel', 'Girls clothing']",[],Iconic Kid Girl Clothes. OshKosh is iconic American girls apparel. Girls clothing with an enduring cool that's always on trend.,https://www.oshkosh.com/oshkosh-kid-girl
52,Girls' Clothes and Active Wear | Academy,Girls clothing,"['girls', 'clothes']",[],Our girls' clothes are fashionable and functional. Shop Academy's girls' workout and athletic clothes for your mini fashionista's every need.,https://www.academy.com/c/kids/girls-apparel
53,"Affordable Clothing For Girls, Tween & Young Women | rue21",Girls clothing,"['girls', 'Girl', 'Dress']",[],shop all girls · rue21 faves · new · graphic tees · jeans · tops ... Baby Girl Embroidered Velour Shorts ... Light Purple Double Lined Scoop Neck Mini Dress.,https://www.rue21.com/store/girls-clothing/girls/_/N-bpoZ952
54,Girls Clothes (Sizes 4-14) | Carter's | Free Shipping,Girls clothing,"['girls', 'clothes']",[],"Shop Carters.com for cute girls' clothes that are in style. Explore our selection of affordable shirts, pants, dresses & more in sizes 4- 14.",https://www.carters.com/carters-kid-girl
55,Girls (Age 7-16) Clothing & Apparel - Boscov's,Girls clothing,"['apparel', 'girls']",[],Shop our amazing collection of apparel for girls ages 7-16 at discount pricing. Find unbeatable deals online & in-store with free shipping on qualified ...,https://www.boscovs.com/category/girls-7-16-clothing
56,"Cute Girls Clothes | Kids, Toddler & Baby | Gymboree",Girls clothing,"['girl clothes', 'girls clothes']",[],"Shop clothes for girls. Find baby girl clothes, toddler girls clothes, and more. Discover styles and clothing that your kids will love at Gymboree!",https://www.gymboree.com/us/c/girls-clothes
57,Girls' Clothing - Country Outfitter,Girls clothing,"['Girls', 'Clothing']",[],Shop quality Girls' Clothing at Country Outfitter for hard to beat prices. You'll find your country when you shop Country Outfitter today!,https://www.countryoutfitter.com/kids/girls/girls_clothing/
58,"Women's Clothing & Outfits: Tops, Pants & Jackets | Hollister Co.",Girls clothing,['clothing'],[],"Check out effortlessly cool clothing for Women at Hollister. From jeans to skirts and hoodies to jackets, shop the collection now!",https://www.hollisterco.com/shop/us/womens
59,"Girls Fashion, Clothes & Accessories | Cotton On Kids",Girls clothing,['girls clothes'],[],"Shop on-trend girls clothes and accessories at Cotton On Kids. New season skirts, shorts, knitwear, dresses & accessories. Free Shipping Available*",https://cottonon.com/US/kids/kids-girls-1-8/
60,Girls' Clothing (Sizes 7-20) - Kids - Saks Fifth Avenue,Girls clothing,"['girls', 'clothing']",[],"Shop the best girls' (7–16) designer clothing and more at Saks Fifth Avenue. Plus, get free shipping and returns on every order.",https://www.saksfifthavenue.com/c/kids/girls/girls--7-16-
