position,title,query,snippet_highlighted_words,rich_snippet_list,snippet,link
45,"Roaman's: Plus Size Clothing, Fashion That Fits",women Plus Size Clothing,"['plus size clothing', 'clothing', ""women's""]",[],"Shop Roaman's for the best in plus size clothing, carrying stylish clothing in sizes 12W-44W, wide and extra wide width women's shoes sizes 7-12.",https://www.roamans.com/
46,Women's Plus Size Clothing & Trendy Outfits | Marshalls,women Plus Size Clothing,"[""women's plus size clothing""]",[],"Marshalls has the lastest in women's plus size clothing for way less. Shop suits, activewear, jackets, dresses & more in tons of styles & colors!",https://www.marshalls.com/us/store/shop/womens-plus-size/_/N-927105780
47,Plus Size Sale - Macy's,women Plus Size Clothing,['Plus Size'],[],Shop the Plus Size Sale Online at Macys.com for Great Deals on Designer Styles. FREE SHIPPING AVAILABLE!,https://www.macys.com/shop/plus-size-clothing/plus-size-sale-clearance?id=32913
48,Women's Plus Size Fashion | Yours Clothing,women Plus Size Clothing,"['Plus size clothing', 'Clothing', 'clothing']",[],"Plus size clothing & fashion from Yours Clothing; clothing, shoes & accessories in a wide range of sizes. Shop fantastic deals with tracked international ...",https://www.yoursclothing.com/
49,"Women's Plus Size Clothing - Dresses, Swimwear & More",women Plus Size Clothing,"[""women's plus size clothing""]",[],"Blair carries women's plus size clothing, including dresses, swimwear, shirts, pants and more. Get free shipping and great deals! Shop now.",https://www.blair.com/search/womens/plus-size/?pageNumber=3
50,Plus Size Dresses for Women | Nordstrom,women Plus Size Clothing,"[""Women's Plus Size Dresses""]",[],Women's Plus Size Dresses · Soft Lounge Long Sleeve Dress (Regular & Plus Size) · Soft Lounge Long Slipdress (Regular & Plus Size) · Flutter Sleeve Faux Wrap Midi ...,https://www.nordstrom.com/browse/women/clothing/plus-size/dresses
51,Women's Plus Size Clothing - Rue21,women Plus Size Clothing,"['plus size clothing', ""women's clothing""]",[],"Shop plus size clothing from rue21. With on-trend and classic looks, our tops, graphics, jeans and more offer size-inclusive women's clothing for every ...",https://www.rue21.com/store/plus/_/N-99f
52,"Ashley Stewart: Plus Size Clothing, Dresses, Tops, Jeans ...",women Plus Size Clothing,"['plus size', 'plus size dresses', 'plus size']",[],"Shop the latest in plus size fashion featuring trendy plus size dresses, jeans, tops, plus size designers, accessories, and more.",https://www.ashleystewart.com/
53,OneStopPlus: Women's Plus Size & Men's Big & Tall Clothing ...,women Plus Size Clothing,"['plus size clothing', ""plus size women's""]",[],"The best and largest selection of plus size clothing, sizes 12 to 44. Shop plus size women's, lingerie, swim, accessories, shoes & men's Big & Tall.",https://www.onestopplus.com/
54,Kiyonna Clothing: Plus Size Clothing for Women,women Plus Size Clothing,"[""plus size women's clothing"", 'dresses']",[],"Kiyonna.com specializes in trendy plus size women's clothing in sizes 10-32. From formal, casual, evening, special occasion and office chic dresses to ...",https://www.kiyonna.com/
